Beta_Carot,Calcium_(mg),Carbohydrt_(g),Energ_Kcal,Fiber_TD_(g),Iron_(mg),Lipid_Tot_(g),Magnesium_(mg),Manganese_(mg),Protein_(g),Sodium_(mg),Vit_A_RAE,Vit_B12,Vit_B6_(mg),Vit_C_(mg),Vit_D,Vit_E_(mg),Water_(g)
0,0.001358,0,0.094235,0,0.002227,0.005,0.033755,2.49E-04,0.218808,0.009598,1.86E-04,0.069474,0.023055,0,0.021352,0.01631,0.803904
0,8.15E-04,0.009502,0.124169,0,0.009688,0.0343,0.029536,4.16E-04,0.226402,0.028278,0.001211,0.012331,0.080183,0,0.021352,0.006329,0.727528
0,0.002852,0,0.166297,0,0.013029,0.0834,0.029536,1.33E-04,0.218808,0.00178,0.002049,0.03609,0.059332,0,0.014235,0.002678,0.727027
0,0.001086,0.042108,0.128603,0.009416,0.007016,0.0088,0.029536,2.99E-04,0.266472,0.019918,9.31E-04,0.002707,0.021699,0.003,0.003559,0.002191,0.741441
0,4.07E-04,0.066313,0.230599,0,0.004343,0.1952,0.008439,0.001829,0.028037,0.002632,0,0,0,0,0,0.018014,0.712212
0,9.51E-04,0,0.189579,0,0.031514,0.0655,0.030942,2.33E-04,0.307126,0.001677,0,0.074286,0.069842,0,0.007117,0.008763,0.660961
0,0.001222,0.120024,0.078714,0.032015,0.010022,0.0152,0.037975,0.009646,0.029673,1.03E-04,0,0,8.48E-04,0,0,0.001947,0.836937
0,0.00679,0.791958,0.331486,0.06968,0.020935,0.0046,0.045007,0.004973,0.035864,2.84E-04,0,0,0.029497,0.001211,0,0.002921,0.154454
7.60E-05,0.024851,0.070414,0.069845,0,8.91E-04,0.0155,0.02391,6.70E-05,0.061332,0.001806,0.001304,0.016842,0.008306,4.21E-04,0,7.30E-04,0.851552
3.80E-05,0.002173,0.065913,0.031042,0.033898,0.003341,0.001,0.008439,0.001181,0.008995,3.10E-04,0,0,0.011697,0.001368,0,2.43E-04,0.923323
0,0.001494,0,0.2051,0,0.01559,0.0806,0.029536,3.16E-04,0.306776,0.002012,0.001676,0.006917,0.035599,0,0.003559,0.006573,0.665065
0,0.016974,0.646029,0.574279,0.018832,0.011136,0.2599,0.052039,0.001663,0.076051,0.001393,0.002235,0.016842,0.00339,0,0,0.008277,0.016316
0,4.07E-04,0.143929,0.062084,0.039548,0.0049,0.0022,0.019691,0.003393,0.018224,0.006192,0,0,0.026954,1.58E-04,0.024911,0,0.835636
1.15E-04,0.009234,0.057311,0.074279,0,0.006125,0.0386,0.011252,7.82E-04,0.029089,0.008643,0.003073,0.008421,0.00339,5.30E-05,0.021352,0.009981,0.867167
1.53E-04,0.004074,0.531106,0.317073,0.092279,0.030067,0.034,0.075949,0.011675,0.120327,0.016771,0,0,0.01051,0,0,0.008277,0.301301
0,0.004753,0,0.252772,0,0.015813,0.1014,0.037975,5.99E-04,0.374533,0.002451,0,0.055338,0.04238,0,0,0.010224,0.564565
0,5.43E-04,0.107021,0.046563,0,0.001114,0,0.001406,5.99E-04,0,0.00227,0,0,0,0,0,0,0.892893
0,4.07E-04,0.679036,0.463415,0,0.001782,0.1623,0.001406,0,0,0.004747,0,0,0,0,0,0.037244,0.150851
1.53E-04,0.001901,0.211042,0.13082,0.156309,0.014365,0.0039,0.050633,0.006586,0.09743,5.20E-05,0,0,0.008137,2.11E-04,0,7.30E-04,0.695596
0,0,0.001,0.277162,0,4.45E-04,0,0,2.99E-04,0,2.60E-05,0,0,1.70E-04,0,0,0,0.63964
0.003822,0.003802,0.194539,0.116408,0.112994,0.021826,0.003,0.078762,0.013521,0.077687,0.006837,7.45E-04,0,0.019495,0.003053,0,0.015579,0.724224
0,0.004345,0.021204,0.165188,0,0.015033,0.0699,0.025316,2.16E-04,0.211916,0.015119,0,0.006917,0.04577,0,0.007117,0.008277,0.702202
3.80E-05,0.002716,0.593119,0.325942,0.047081,0.045546,0.018,0.032349,0.005455,0.123832,0.008927,0.002142,0,0.010171,3.16E-04,0,0.008277,0.269269
8.79E-04,0.003802,0.139928,0.058758,0.041431,0.003229,0.001,0.014065,0.001464,0.004673,2.60E-05,1.86E-04,0,0.011866,5.26E-04,0,0.001947,0.852953
0,0.001901,0,0.207317,0,0.037305,0.0822,0.033755,2.16E-04,0.308995,0.002012,0,0.069774,0.079335,0,0,0.016553,0.642943
0,0.012222,0.25095,0.154102,0.118644,0.041203,0.0035,0.088608,0.010578,0.113668,1.55E-04,0,0,0.015765,0,0,0.022882,0.631431
0,8.15E-04,0,0.172949,0,0.021604,0.0754,0.032349,0.001247,0.256893,0.001445,1.86E-04,0.056241,0.079166,0,0.003559,0.003651,0.702102
0,0.00258,0,0.209534,0,0.020601,0.0709,0.035162,1.83E-04,0.34229,0.001574,0,0.050526,0.106628,0,0.003559,0.009494,0.633834
0,0.001494,0.292759,0.146341,0.062147,0.003118,0.0145,0.005626,3.49E-04,0.006425,0.020331,9.30E-05,0,0,0,0,0.018257,0.662062
0,9.51E-04,0,0.17184,0,0.005568,0.0694,0.036568,1.16E-04,0.251752,0.001238,9.30E-05,0.01594,0.123072,0,0.014235,0.003165,0.704505
0,0.026073,0.780156,0.472284,0.016949,0.015479,0.109,0.015471,0.003409,0.05257,0.017132,0,0.005414,0.004747,1.58E-04,0,0.021178,0.04004
0,1.36E-04,1,0.429047,0,5.57E-04,0,0,6.70E-05,0,2.60E-05,0,0,0,0,0,0,2.00E-04
0,8.15E-04,0,0.179601,0,0.027171,0.0409,0.026723,1.66E-04,0.34264,9.80E-04,0,0.048722,0.066621,0,0.003559,0.008763,0.665165
8.03E-04,0.002173,0.09962,0.04878,0.037665,0.008797,0.0018,0.032349,0.005422,0.019626,0.001987,1.86E-04,0,0.011358,0.001895,0,9.74E-04,0.871471
0,0.001494,0,0.190687,0,0.008241,0.0925,0.035162,2.99E-04,0.243575,0.001625,0.002235,0.010226,0.089846,0,0.014235,0.006573,0.695295
0.003555,8.15E-04,0.025105,0.044346,0.003766,0.002895,0.0229,0.002813,0.003376,0.02722,0.007869,0.00177,0.002105,0.002543,0,0,0.005599,0.918719
0,2.72E-04,0.214043,0.096452,0,0.001225,0.001,0.001406,0,0.001168,0.002632,0,0,0,0.001421,0,0,0.782783
0,6.79E-04,0,0.16408,0,0.020045,0.0641,0.032349,0.001364,0.263435,0.001419,1.86E-04,0.052632,0.076115,0,0.003559,0.002434,0.70961
0,0.005024,0.001,0.199557,0,0.025612,0.0726,0.021097,3.66E-04,0.313551,0.001445,0,0.006917,0.035599,0,0.007117,0.015579,0.652553
4.59E-04,2.72E-04,0.002,0.001109,0,8.91E-04,0,0.001406,7.32E-04,0,2.60E-05,9.30E-05,0,0,0,0,0,0.997998
0,0.013172,0.109222,0.058758,0.015066,0.059354,0.0034,0.009845,0.00326,0.021262,4.64E-04,0,0,0.016274,0,0,9.74E-04,0.866366
3.80E-05,0.015752,0.04791,0.044346,0,5.57E-04,0.0088,0.015471,3.30E-05,0.038668,0.002709,0.001304,0.006617,0.005764,5.26E-04,0,0.001217,0.902202
0,4.07E-04,0.181336,0.079823,0.022599,0.004232,0.0042,0.02391,6.49E-04,0.020327,0.007353,0,0,0.01068,0.002421,0,0.001461,0.788088
2.29E-04,0.012357,0.036607,0.095344,0,0.00167,0.0245,0.009845,1.16E-04,0.138201,0.008514,0.001863,0.013534,0.003729,0,0,9.74E-04,0.807708
0,0.009641,0.216943,0.144124,0,0.001225,0.0388,0.008439,1.83E-04,0.02278,0.003741,0,0.006316,0.004068,1.58E-04,0,0.003651,0.719119
7.60E-05,0.012086,0.483097,0.289357,0.039548,0.038419,0.029,0.039381,0.014054,0.11215,0.014268,0,0.002105,0.013392,1.05E-04,0,0.012415,0.371371
0,0.006654,0.211542,0.097561,0.033898,0.008575,0.0014,0.054852,0.00449,0.024416,1.03E-04,0,0,0.047296,0.001368,0,0.011198,0.757157
1.91E-04,0.01453,0.132226,0.108647,0.00565,0.00167,0.0353,0.021097,0.00168,0.03972,0.001058,0.002235,0.009624,0.005764,7.37E-04,0.003559,0.001704,0.792392
0,0.002037,0,0.177384,0,0.015924,0.0802,0.030942,3.33E-04,0.238551,0.001677,1.86E-04,0.01203,0.069503,0,0.003559,0.00852,0.704705
0,0.002309,0,0.190687,0,0.011024,0.0756,0.033755,5.82E-04,0.284813,0.002141,0,0.038195,0.066113,0,0,0.003651,0.668268
0,4.07E-04,0.042208,0.022173,0,1.11E-04,0,0.001406,0,0.009696,0.001238,0,0,0,0,0,0,0.948348
4.97E-04,0.001222,0.154631,0.064302,0.05838,0.001893,0.0012,0.009845,8.15E-04,0.004439,2.60E-05,9.30E-05,0,0.004747,0.002211,0,0.002921,0.837938
0,1.36E-04,0.064313,0.028825,0,5.57E-04,0,0,2.16E-04,0,0.001006,0,0,0.003729,2.11E-04,0,0,0.934735
0,0.002173,0,0.18071,0,0.008129,0.0914,0.032349,4.49E-04,0.220678,0.002193,0,0.033383,0.089846,0,0,0.006329,0.704505
3.80E-05,0.002173,0.060012,0.028825,0.032015,0.003341,0.001,0.008439,0.001181,0.008995,0.006399,0,0,0.011697,0.001368,0,2.43E-04,0.923323
0,0.001494,0,0.25388,0,0.013474,0.1543,0.032349,2.99E-04,0.263668,0.001961,0.00149,0.012932,0.065265,0,0.010676,0.004138,0.61992
7.64E-04,0.002988,0.54891,0.604213,0,0.012806,0.3548,0.005626,0.003659,0.055958,0.00467,1.86E-04,0,0,0,0,0.014362,0.022122
0,0.001086,0.106421,0.239468,0,0.00657,0.1553,0.014065,2.16E-04,0.101402,0.023531,0,0.022857,0.025428,0,0.024911,0.042356,0.626627
0,0.015481,0.481096,0.266075,0.048964,0.050111,0.018,0.032349,0.009563,0.092407,0.007147,0,0,0.011188,6.84E-04,0,0.007546,0.406406
0,0.00516,0,0.249446,0,0.016036,0.1009,0.036568,5.99E-04,0.365187,0.002529,0,0.058045,0.040685,0,0,0.010711,0.57037
3.80E-05,0.003123,0.093419,0.044346,0.032015,0.002339,0.001,0.014065,0.002145,0.01285,1.03E-04,0,0,0.020342,0.003895,0,4.87E-04,0.891992
0,0.020641,0.305561,0.267184,0.028249,0.022272,0.0914,0.025316,0.00449,0.107009,0.013004,0,0.010526,0.016104,5.30E-05,0.007117,0.007059,0.49009
0,5.43E-04,0.002501,0.003326,0,2.23E-04,8.00E-04,0.002813,1.00E-04,0.002453,0.006708,0,3.01E-04,5.09E-04,0,0,2.43E-04,0.987888
0,9.51E-04,0,0.366962,0,0.027394,0.245,0.028129,2.49E-04,0.301986,0.001651,0,0.07218,0.044075,0,0.014235,0.004625,0.496296
0,0.001494,0,0.189579,0,0.007906,0.0547,0.035162,2.33E-04,0.331893,0.001445,1.86E-04,0.018647,0.088659,0,0.014235,0.004382,0.658458
0,5.43E-04,0.106521,0.046563,0.067797,0,0.0023,0.011252,9.98E-04,0.005841,0,0,0,0.003729,0.002,0,0.002921,0.883383
0,0.001086,0.119724,0.053215,0,0.001002,0,0.004219,0.001397,0,2.58E-04,0,0,0.001865,2.11E-04,0,4.87E-04,0.880581
0,0.012222,0.656131,0.536585,0.015066,0.02049,0.231,0.011252,0.004806,0.054907,0.012075,0.001118,0.002105,0.003899,0,0,0.005112,0.05005
0.001949,0.002037,0.033007,0.017738,0.035782,0.003675,0.0017,0.026723,0.002129,0.012033,2.60E-05,3.73E-04,0,0.014409,0.005684,0,0.002921,0.950951
3.80E-05,0.003259,0.768154,0.468958,0.052731,0.041537,0.101,0.042194,0.013372,0.080607,0.012307,0,0,0.011019,0,0,0.008033,0.044044
0,0.011271,0.014003,0.208426,0.009416,0.010245,0.142,0.014065,6.15E-04,0.160047,0.011352,5.59E-04,0.039098,0.003899,7.89E-04,0.014235,0.002921,0.698699
0,0.026752,0.526605,0.299335,0.052731,0.051782,0.0202,0.039381,0.010478,0.120561,0.012307,0,0.001504,0.011358,8.95E-04,0,0.008763,0.33003
7.60E-05,0.01874,0.186437,0.109756,0,6.68E-04,0.0115,0.018284,0.001064,0.046495,0.001367,0.001024,0.012932,0.006272,3.16E-04,0,4.87E-04,0.753754
7.60E-05,0.001901,0.157031,0.313747,0.009416,0.024499,0.18,0.021097,0.001281,0.163551,0.014629,9.31E-04,0.006917,0.033395,0,0.003559,0.022639,0.497497
3.80E-05,0.002988,0.10152,0.04878,0.026365,0.002673,0.0019,0.015471,0.002545,0.015888,7.70E-05,0,0,0.021868,0.002737,0,4.87E-04,0.879479
0,0.002988,0,0.209534,0,0.009465,0.1182,0.029536,1.83E-04,0.225935,0.001625,1.86E-04,0.030075,0.091371,0,0.024911,0.005599,0.682883
0,9.51E-04,0,0.252772,0,0.033519,0.0902,0.032349,2.00E-04,0.399766,0.001161,0,0.060752,0.081031,0,0.003559,0.011198,0.564965
0,0.003395,0,0.145233,0,0.017929,0.0408,0.032349,2.16E-04,0.258061,0.001445,0,0.032782,0.104933,0,0.003559,0.00779,0.72983
0,0.001222,0.017003,0.379157,0,0.017929,0.3085,0.014065,3.66E-04,0.155374,0.027427,0,0.021053,0.027123,0,0.021352,0.011198,0.514014
3.80E-05,0.012222,0.632126,0.394678,0.018832,0.012918,0.103,0.016878,0.004607,0.051402,0.007328,0.001118,0.001805,0.004916,5.30E-05,0.007117,0.002921,0.207207
0,0.001494,0,0.216186,0,0.015813,0.0979,0.029536,3.33E-04,0.292056,0.001935,0.00177,0.006316,0.035599,0,0.003559,0.006573,0.656557
0,0.004345,1.00E-04,0.155211,0,0.003452,0.1002,0.015471,3.66E-04,0.135864,0.014449,0.001024,0.006316,0.001187,0,0.014235,0.005112,0.750751
0,0.001086,0.113023,0.050998,0.003766,0.001336,0.0013,0.007032,0.001231,0.001168,1.03E-04,0,0,0.003051,4.74E-04,0,2.43E-04,0.883283
0,9.51E-04,0,0.217295,0,0.007016,0.0914,0.036568,1.16E-04,0.310981,0.001135,9.30E-05,0.017744,0.117986,0,0.003559,0.002678,0.62983
3.80E-05,0.00163,0.09882,0.067627,0.035782,0.008129,0.0109,0.021097,0.004075,0.037383,0.008669,2.79E-04,0,0.00339,3.16E-04,0,0.002191,0.846346
0,2.72E-04,0.105821,0.045455,0,2.23E-04,0,0,0,0,1.03E-04,0,0,0,0,0,0,0.897097
0,0.00163,0.014703,0.187361,0,0.020713,0.0686,0.028129,2.83E-04,0.276636,0.012049,0,0.008421,0.055942,0.001053,0.010676,0.006573,0.661361
0,0.003666,0.721144,0.535477,0.028249,0.02461,0.2,0.019691,0.004856,0.05257,0.009005,0,0,0.003051,0,0,0.038948,0.022022
0,0.001901,0,0.186253,0,0.009131,0.0896,0.032349,2.00E-04,0.239252,0.001471,1.86E-04,0.016842,0.128157,0,0.017794,0.005355,0.703604
0,0.002309,0.525505,0.63969,0,3.34E-04,0.3992,0.009845,0.003742,0.057243,0.003148,0,0,0,0,0,0.037001,0.014715
0.001108,4.07E-04,0.060912,0.036585,0.043315,0.014811,0.0041,0.025316,0.001879,0.038668,4.64E-04,1.86E-04,0,0.018647,0,0.024911,0,0.892693
0,9.51E-04,0,0.269401,0,0.009688,0.1677,0.026723,2.33E-04,0.251986,0.030626,0,0.019248,0.064418,0,0.024911,0.008763,0.584585
0,8.15E-04,0.115423,0.052106,0.001883,0.002895,0.001,0.007032,0.001048,0.001636,1.81E-04,0,0,0.005594,3.16E-04,0,2.43E-04,0.87988
0,0.002444,0,0.226164,0,0.012584,0.0912,0.028129,2.16E-04,0.333762,0.00129,1.86E-04,0.016541,0.065604,3.16E-04,0.02847,0.005112,0.614615
0,0.004617,0.135027,0.087583,0.088512,0.01804,0.0045,0.053446,0.005422,0.062383,0.011301,0,0,0.019156,4.74E-04,0,9.74E-04,0.787688
0.003708,0.001222,0.068814,0.060976,0.011299,0.008352,0.0159,0.005626,0.003326,0.036332,0.016771,0.001211,0.00391,0.005086,5.30E-05,0,0.003408,0.864565
0,0.001222,0.027706,0.013304,0.00565,5.57E-04,1.00E-04,0.005626,4.82E-04,0.003738,0.008927,0,0,0.004238,5.30E-05,0,2.43E-04,0.958959
3.06E-04,0.001901,0.20204,0.086475,0.015066,0.004232,0.0011,0.022504,0.017962,0.004089,2.60E-05,9.30E-05,0,0.012544,0.003895,0,2.43E-04,0.790691
0,0.018061,0.787157,0.439024,0.065913,0.032517,0.092,0.057665,0.003543,0.053738,0.02304,9.30E-05,0.015038,0.005255,5.30E-05,0,0.015823,0.039039
0,0.002988,0,0.278271,0,0.015702,0.1253,0.035162,6.32E-04,0.378855,0.002451,0,0.043609,0.054246,0,0,0.008277,0.533834
0,0.001494,0.239448,0.107539,0.056497,6.68E-04,0.001,0.030942,0.005505,0.016355,3.61E-04,0,0,0.055603,0.002105,0,0.029211,0.735335
1.53E-04,0.010864,0.531106,0.314856,0.120527,0.034521,0.036,0.060478,0.015051,0.109813,0.018706,0,0,0.012544,1.05E-04,0,0.009007,0.31031
0.001873,5.43E-04,0.207141,0.097561,0.039548,0.004677,0.0078,0.025316,0.002046,0.03528,7.70E-05,9.31E-04,0,0.028479,0.003368,0,0.001947,0.750751
0,0.001358,0,0.133038,0,0.008686,0.0422,0.032349,2.83E-04,0.223832,0.002477,9.31E-04,0.017143,0.068825,0,0,0.004382,0.764865
0,0.001765,0,0.148559,0,0.009131,0.0482,0.033755,1.83E-04,0.247664,0.001522,9.30E-05,0.019248,0.10951,1.05E-04,0.017794,0.004382,0.732833
3.82E-04,5.43E-04,0.261052,0.110865,0.018832,0.003229,0.001,0.002813,4.49E-04,0.001168,0.001213,1.86E-04,0,0.002712,8.95E-04,0,9.74E-04,0.734735
0,0.002988,0,0.190687,0,0.021715,0.0572,0.035162,3.99E-04,0.33014,0.001703,0,0.011128,0.071199,0,0,0.00852,0.658258
0.00107,0.001086,0.121724,0.056541,0.050847,0.002004,0.0064,0.007032,0.002445,0.004907,2.60E-05,1.86E-04,0,0.010002,0.001316,0,0.011685,0.866767
0,2.72E-04,0.104221,0.045455,0,2.23E-04,0,0.001406,0,0.001051,2.58E-04,0,0,0,0,0,0,0.895796
0.002293,0.001086,0.035807,0.037694,0.00565,0.0049,0.0123,0.004219,0.001813,0.022547,0.00983,4.66E-04,0.002406,0.002543,1.05E-04,0,0.012171,0.922523
0,0.00163,0,0.195122,0,0.014143,0.0863,0.035162,2.83E-04,0.286799,0.001987,7.45E-04,0.012632,0.073911,0,0.010676,0.004138,0.669369
3.80E-05,0.003531,0.595119,0.456763,0.022599,0.026949,0.183,0.016878,0.003576,0.036215,0.008901,1.86E-04,0.001504,0.00339,0,0,0.003895,0.179179
0,0.00163,0.713143,0.425721,0.06968,0.015033,0.111,0.008439,0.006752,0.044393,0.002425,0,6.02E-04,0.001187,0,0,0,0.13013
0,0.001086,0.040008,0.129712,0,0.008686,0.0499,0.02391,6.65E-04,0.164136,0.033748,0.001211,0.010226,0.049839,0,0.021352,0.003651,0.73033
0,0.002852,0.094219,0.320399,0.00565,0.015256,0.1735,0.029536,9.48E-04,0.263318,0.007534,0.002608,0.008421,0.052551,0,0.007117,0.030185,0.494394
3.80E-05,5.43E-04,0.195639,0.088692,0.045198,0.003898,0.0043,0.026723,0.002112,0.032126,1.29E-04,0,0,0.021868,0.001632,0,0.001704,0.768068
0,0.001765,0,0.28714,0,0.010134,0.1821,0.025316,2.49E-04,0.260164,0.001651,0.00298,0.008421,0.052043,2.63E-04,0.003559,0.008763,0.587387
0,0.003666,0,0.240576,0,0.009465,0.1189,0.026723,2.99E-04,0.300234,0.002012,9.30E-05,0.02406,0.077979,0,0.02847,0.005842,0.623023
8.79E-04,0.001901,0.157031,0.066519,0.015066,0.003118,8.00E-04,0.019691,0.018644,0.004907,2.60E-05,1.86E-04,0,0.012544,0.005,0,2.43E-04,0.835936
0,0.001494,0,0.176275,0,0.011247,0.1014,0.015471,6.32E-04,0.196846,0.001935,0,0.009023,0.005764,0,0,9.74E-04,0.735736
0,4.07E-04,0,0,0,0,0,0.001406,0,0,7.70E-05,0,0,0,0,0,0,1
1.15E-04,0.007333,0.69914,0.497783,0.054614,0.045323,0.18,0.02391,0.010644,0.056075,0.010475,9.30E-05,0,0.004408,1.58E-04,0,0.037001,0.065065
0,0.00163,0,0.277162,0,0.023163,0.1493,0.019691,2.33E-04,0.316589,0.025956,0,0.048722,0.022038,0,0.007117,0.003651,0.577778
0,0.012901,0.527105,0.324834,0.043315,0.036526,0.043,0.037975,0.00765,0.115654,0.014036,0,0,0.005933,0,0,0.010224,0.31031
0,8.15E-04,0,0.187361,0,0.027394,0.0471,0.028129,1.83E-04,0.347313,9.80E-04,0,0.049323,0.067639,0,0.003559,0.009007,0.655856
0,1.36E-04,0.088018,0.037694,0,1.11E-04,0,0,1.70E-05,0,3.10E-04,0,0,0,0,0,0,0.911912
0,0.001765,0.180736,0.087583,0.024482,0.009577,8.00E-04,0.032349,0.002611,0.025,1.29E-04,0,0,0.058484,0.003,0,2.43E-04,0.786587
0,0.001765,0,0.398004,0,0.034298,0.2726,0.026723,2.49E-04,0.308061,0.001651,0,0.068271,0.044075,0,0.014235,0.005112,0.463664
0,5.43E-04,0.069014,0.029933,0,1.11E-04,7.00E-04,0.018284,1.70E-05,0,3.35E-04,0,0,0,0.001526,0,0,0.92963
0,9.51E-04,0,0.322616,0,0.028174,0.1952,0.029536,2.49E-04,0.312967,0.001677,0,0.073684,0.04577,0,0.010676,0.004625,0.515916
0,0.003802,0.006801,0.003326,0,5.57E-04,0,0.001406,1.70E-05,3.50E-04,1.03E-04,0,0,0,0.001684,0,0,0.991992
7.60E-05,0.001765,0.527105,0.480044,0.047081,0.006013,0.24,0.026723,0.011193,0.017523,0.005031,0,0,0.007967,1.05E-04,0,0.026534,0.21021
0,0.001358,0,0.310421,0,0.010579,0.2135,0.019691,3.99E-04,0.238668,0.027659,0,0.02797,0.047466,0,0.024911,0.005842,0.547848
0,0.00258,0,0.292683,0,0.01882,0.1678,0.030942,1.50E-04,0.308879,0.001393,0,0.046917,0.093745,0,0.010676,0.011198,0.565365
0,5.43E-04,0.117323,0.05765,0.016949,0.002227,0.001,0.021097,0.001164,0.011682,0.001471,0,0,0.011866,0.005526,0,4.87E-04,0.868869
0,0.012901,0.446089,0.291574,0.071563,0.043987,0.06,0.061885,0.016881,0.11215,0.011817,0,3.01E-04,0.015596,0,0,0.001704,0.38038
0,0.018332,0.781156,0.478936,0.020716,0.016704,0.116,0.014065,0.003177,0.051402,0.016951,0,0.003008,0.013053,1.05E-04,0,0.022395,0.037037
0,0.026616,0.463093,0.260532,0.052731,0.03363,0.018,0.057665,0.010045,0.106308,0.008618,0,0,0.006442,0,0,0,0.402402
0,0.001086,0.040008,0.128603,0,0.008686,0.0486,0.02391,6.65E-04,0.164369,0.033799,0.001211,0.010226,0.049839,0,0.021352,0.003408,0.731231
0,8.15E-04,0.031806,0.076497,0,0.004232,0.0049,0.030942,2.83E-04,0.140888,0.010114,9.30E-05,0.042406,0.012375,0,0,0,0.826126
0,0.001222,0,0.131929,0,0.008909,0.0411,0.032349,2.66E-04,0.225,0.002296,6.52E-04,0.019248,0.075437,0,0,0.004382,0.764965
0,0.002173,0,0.312639,0,0.017261,0.2341,0.029536,3.16E-04,0.193458,0.001522,0,0.069474,0.022038,0,0.003559,0.004869,0.595295
0,0.002037,0,0.182927,0,0.011581,0.0357,0.040788,2.83E-04,0.362383,0.001909,5.59E-04,0.010226,0.101712,0,0.003559,0.006573,0.653253
0,0.001086,0,0.190687,0,0.009354,0.0462,0.036568,1.83E-04,0.355841,0.002245,2.79E-04,0.024962,0.098152,0,0.017794,0.005599,0.648749
0,0.004753,0.228046,0.140798,0.120527,0.024722,0.005,0.059072,0.007152,0.101285,2.60E-05,0,0,0.020342,6.32E-04,0,7.30E-04,0.67007
7.60E-05,0.024172,0.44809,0.247228,0.086629,0.03196,0.02,0.052039,0.016648,0.101636,0.009856,0,0,0.014748,0,0,0.010954,0.423423
0,5.43E-04,0.004101,0.13969,0,0.009354,0.0378,0.030942,3.66E-04,0.263551,0.02544,0.001211,0.015338,0.072555,0,0.02847,0.004625,0.695395
0,0.00163,0,0.165188,0,0.010468,0.0595,0.030942,2.99E-04,0.279556,0.003019,6.52E-04,0.012331,0.063062,0,0.003559,0.004138,0.7001
0,0.013444,0.571214,0.31929,0.048964,0.050111,0.0172,0.033755,0.009563,0.13014,0.012385,0,0,0.011866,0,0,0.002921,0.282983
0,4.07E-04,0.790158,0.356984,0.001883,0.00245,0.003,0.002813,1.33E-04,0.009346,0.002064,0,0,3.39E-04,0,0,0,0.198198
0,0.003666,0.077916,0.279379,0.009416,0.00735,0.148,0.035162,0.002029,0.255958,0.014216,0.00177,0.010226,0.061197,0,0.003559,0.006329,0.531031
0.001491,0.001358,0.181036,0.076497,0.016949,0.004009,0.0016,0.009845,0.001181,0.008411,5.20E-05,2.79E-04,0,0.014579,0.001684,0,0.004625,0.806206
3.80E-05,2.72E-04,0.217143,0.107539,0.050847,0.006125,0.0141,0.043601,0.003559,0.039019,0.006528,0,0,0.021529,0.003263,0,0.002191,0.729129
0.001147,4.07E-04,0.181336,0.079823,0.022599,0.004232,0.0042,0.02391,0.001131,0.020327,0.007353,3.73E-04,0,0.01068,0.002421,0,0.001704,0.788088
0,1.36E-04,0.468094,0.361419,0,6.68E-04,0.003,0.004219,2.33E-04,0.001168,2.06E-04,0,0,0,0,0,0,0.31031
0,0.002309,0.058012,0.037694,0,0.01392,0,0.067511,0.001846,0.03271,5.20E-05,0,0,0.016952,0,0,0.005599,0.90991
0,0.01032,0.793159,0.461197,0.054614,0.01804,0.117,0.025316,0.002312,0.03972,0.016926,9.30E-05,0,0.004238,0,0,0.020691,0.031031
6.50E-04,6.79E-04,0.127626,0.053215,0.024482,7.80E-04,0.0013,0.005626,6.32E-04,0.003154,0,1.86E-04,0,0.006272,0.002105,0,0.001217,0.867568
1.53E-04,0.004753,0.580916,0.496674,0.043315,0.011693,0.22,0.075949,0.020074,0.05257,0.001084,0,0,0.030175,1.58E-04,0,0.005599,0.147047
0,0.00163,0,0.222838,0,0.030067,0.112,0.028129,3.16E-04,0.274299,0.001677,0.002142,0.01203,0.04238,0,0.003559,0.01704,0.642843
3.80E-05,0.007333,0.304061,0.159645,0.024482,0.001559,0.02,0.011252,1.83E-04,0.01285,0.001187,0.001118,0.00391,0.003899,0.001211,0,2.43E-04,0.661662
0,5.43E-04,0.002501,0.003326,0,2.23E-04,8.00E-04,0.002813,1.00E-04,0.002453,0.009856,0,3.01E-04,5.09E-04,0,0,2.43E-04,0.987888
1.15E-04,0.001222,0.129426,0.055432,0.030132,0.003229,7.00E-04,0.009845,5.65E-04,0.003972,1.03E-04,0,0,0.002373,8.42E-04,0,0.001947,0.865566
0,0.024307,0.633127,0.474501,0.039548,0.030846,0.154,0.035162,0.005655,0.093458,0.032922,1.86E-04,0.011729,0.012884,1.58E-04,0,0.003165,0.092092
0,8.15E-04,0.009502,0.121951,0,0.009688,0.0321,0.029536,4.16E-04,0.227103,0.02833,0.001211,0.012331,0.080353,0,0.021352,0.006329,0.729229
3.06E-04,0.003395,0.390078,0.37694,0.016949,0.019599,0.187,0.028129,0.003409,0.068925,0.006192,0.001583,0.006617,0.016952,0,0,0.010467,0.356356
0,0.027295,0.016903,0.077605,0.016949,0.017929,0.0417,0.052039,0.010395,0.095678,3.10E-04,0,0,0.012036,1.05E-04,0,2.43E-04,0.85035
3.80E-05,0.003395,0.456391,0.463415,0.030132,0.033408,0.2355,0.022504,0.004823,0.068575,0.014371,2.79E-04,0.002105,0.004916,6.84E-04,0,0.046008,0.229029
0,0,0.416083,0.411308,0,7.80E-04,0.003,0,6.65E-04,0,1.29E-04,0,0,0,0,0,0,0.283283
0,8.15E-04,0,0.233925,0,0.0098,0.0835,0.043601,5.16E-04,0.370911,0.001961,0,0.043609,0.083065,0,0,0.010224,0.583984
